materia,grado,periodo,tema
Idioma extranjero: inglés,PreJardín,I,"Function Language | Vocabulary
Functional Language: Descriptions 
Verb to be
Present Simple | Parts of the school.
Primary colors (yellow, blue, red)
Family members (mother and father)"
Idioma extranjero: inglés,PreJardín,II,"Function Language | Vocabulary
Functional Language: counting  
Verb to be
Present Simple | Numbers from 1 to 5. Expressions like: what number is this?
Animals.
Body parts.
Color combination. Colors around me. The color wheel."
Idioma extranjero: inglés,PreJardín,III,"Function Language | Vocabulary
Functional Language: Descriptions 
Verb to be
Present Simple | Numbers 6 to 10.
Shapes"
Idioma extranjero: inglés,Jardín,I,"Knowing my school
Function Language | Vocabulary
May I go to the bathroom?
May I drink water?
Can you tie my shoe?
Tie my shoelaces, please | Classroom Rules.
Parts of the school.
School supplies. 
Numbers from 1 to 10 (it will be integrated into the theme Classroom rules, parts of the school, and school supplies).
Professions 
Main of transport
Contents of the project:
Raise your hand, make a line to go out, stay together to the group, organize the classroom, speak with a calm voice, treat your friends with respect, take out your agenda, take out your book or notebook, take out your pencil case, wash your hands, sit down properly, sit down
Stand up, make a circle, clean up, silence please, and wash your teeth."
Idioma extranjero: inglés,Jardín,II,"I play with my body
Function Language | Vocabulary
Parts of the body: legs, head, 
Parts of the face: eyes, nose, mouth, ears, 
Feeling and emotions (adjectives): happy, sad, angry, sleepy
Healthy Food: vegetables, proteins, and fruits.
Calming strategies
Numbers from 10 to 19 | Numbers from 10 to 19 
Colors
Sense
Emotions and feelings
Body parts 
How are you feeling?
How are you?
What are some important things about your body?
What are the parts of your body?
How can you take care of your body? 
What food can you eat to take care of your body?
What can we do with our hands, ears, eyes, nose, and mouth?
How many parts of your body can you name?"
Idioma extranjero: inglés,Jardín,III,"Taking care of my environment.
Function Language | Vocabulary
How can I help the environment, from my role as a student, as a member of my family, and at the same time, taking care of myself and others? | Family numbers (10,20,30,40,50)
Geometric figures: circle, square, triangle.
How is your environment?
How do you take care of it?
What animals do you know?
How do you take care of them?"
Idioma extranjero: inglés,Transición,I,"Function Language | Vocabulary
Gramática
My name is…
I am a boy/girl
My favorite toy is…
My favorite game is... 
Inglés en la práctica
My favorite toy is a doll.
My favorite game is the see-saw.
Jump three (3) times.
Touch your nose!
My ball is blue. My ball is big and round. | Classroom Rules.
Parts of the school.
School supplies. 
Days of the week (Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday, 
What day is today? What day was yesterday? What day will be tomorrow?
Months of the year (January, February, March, April, May, June, July,August, September, October, November, December. 
What month is it now?
Partes del cuerpo / parts of the body: face: eyes, mouth nose
Body: head, shoulders, knees, toes.
Formas / Shapes: circle, triangle, square
Adjetivos / Adjectives: Big- small - round - square
Números / Numbers: 1 to 29
Juguetes / Toys: Ball, doll, bike, car, action figure.
Colores / Colors: Yellow, blue, red
Acciones / Actions: Push, Pull, Jump, Play,Run
Juegos / Game: Playground, field, swings, see-saw
Daily routine"
Idioma extranjero: inglés,Transición,II,"Function Language | Vocabulary
Gramática
Are you… ?
Yes, I am / No, I’m not
How are you?
How do you feel?

Imperativos / Imperatives
(instrucciones de clase): stand up / sit down / color, etc.
Inglés en la práctica
How do you feel today?
I feel happy
How are you today?
I am happy | Adjetivos para expresar emociones / adjectives to express emotions: Happy, excited, surprised, sad, scared, tired
Colores / Colors: Repasar: yellow, blue, red. Introducir: green, orange, purple.
Posición / Positions: Up-down
Materiales / Materials: Playdough, clay, paint, paper.
Números / Numbers: 30, 40, 50 
Expresiones: I am… (happy. ) I feel… (sad)
Personal information:
What’s your name? 
How old are you / is he/she?
What´s your father´s name? 
What´s your mother´s name? 
How many brothers and sister do you have?
What’s your favorite color/ food/ animal/ sport?

What do you want to be?
Actions   (run, eat, play, dance, walk, sing, read, write)
Family members 
Partes de la casa / parts of the house
Living room, kitchen, bedroom, and bathroom.
Jobs in the community (Doctor, nurse, fireman, police man, farmer, teacher, vet, chef."
Idioma extranjero: inglés,Transición,III,"Function Language | Vocabulary
Gramática
Like / doesn’t like
My family likes / doesn´t like parties.
How old are you / is he/she?
I/he/she am/is __ years old 
Imperativos
(instrucciones de clase)

Expresiones
I want to be a …. (doctor. 
I am a student | Clasificación de animales / animal classification
Wild – Domestic
Animales /Animals:
Dog, cat, rabbit, fish, turtle, cow, bull, goat, donkey. Jaguar, snake, pink dolphin, monkey, parrot, bird.
Paisaje natural / Natural landscape
Tree, stem, leaf, flower, fruit, Sea, sea life
Posición / Positions
Left – right
Acciones / Actions
Jump, fly, crawl, eat, swim, grow, stomp, pick up the trash, throw garbage in the can, Litter, put away 
Numbers 60,70,80,90"
Religión,1°,I,La vida y sus manifestaciones.
Religión,1°,II,La vida y obra de Jesús
Religión,1°,III,La vida crece en la Iglesia.
Religión,2°,I,La amistad entre las personas y con Dios.
Religión,2°,II,La amistad en la vida de Jesús.
Religión,2°,III,La amistad con Dios crece en la Iglesia.
Religión,3°,I,La celebración en la vida de las personas y del pueblo de Israel.
Religión,3°,II,La celebración en la vida de Jesús.
Religión,3°,III,Las celebraciones en la vida de la Iglesia.
Religión,4°,I,La vocación como realización de la persona y del pueblo de Dios.
Religión,4°,II,"La vocación de Jesús: propuesta de vida para el ser humano.
PERIODO III
Nombre del área: Religión | Grado: | 4°     HS: 2
Objetivos para el grado: Valoran el trabajo de cada persona como camino de realización y servicio/Valoran la vocación cristiana en sus diversas formas dentro de la Iglesia como expresión de servicio y amor al prójimo.
Valoran la vocación cristiana en sus diversas formas dentro de la Iglesia como expresión de servicio y amor al prójimo.
Estándares Básicos de Competencias (EBC): Conocen aspectos centrales acerca de aquello que los cristianos, basados en la palabra de Dios, creen y practican con respecto a la vida entendida como llamado de Dios al ser humano para realizar una misión; conocer las diversas vocaciones que realizan esa misión y relacionarlas con las narraciones bíblicas, con los signos y acciones litúrgicas, con las acciones morales y las fórmulas que expresan esas convicciones.
COMPETENCIAS A DESARROLLAR
VALORACIÓN DE ARGUMENTOS- MULTIPERSPECTIVISMO-PENSAMIENTO SISTÉMICO
Componentes y desempeños
Antropológico | Bíblico | Cristológico | Eclesiológico
Explico las motivaciones de las acciones que promueven el desarrollo personal.
Hago oración personal como un medio para encontrar la voluntad de Dios. | Reconozco que Dios sigue presente y actúa en nuestra historia.
Reconozco la necesidad de vivir en alianza con Dios. | Elijo a Jesús como modelo de vida.
Invoco a Jesús y a la Virgen María como fuentes de ayuda en el desarrollo personal. | Identifico la acción del Espíritu Santo en la vida de la iglesia.
Respeto y valoro las confesiones religiosas.
Pregunta(s) o situación problémica | Contenidos de Aprendizaje
Pregunta(s) o situación problémica | Actitudinales | Conceptuales | Procedimentales
¿Qué es la Iglesia y cuál es su vocación? ¿Quiénes conforman la Iglesia? ¿Qué vocaciones existen en la Iglesia y cómo se relacionan con el servicio? | Se interesa por la vida y necesidades de los demás. 
Muestro interés por la vida y necesidades de los demás. | Reconozco el llamado que Dios hace a la Virgen María.
Explico las diferentes vocaciones que hay en la Iglesia y el servicio que prestan. | Explico el mensaje de textos del Nuevo Testamento relacionados con la vocación de Jesús y de sus seguidores. 
Relaciono la vocación con el servicio.
TEMAS
La vocación de la Iglesia y las vocaciones al servicio."
Religión,5°,I,El testimonio: manifestación de autenticidad y fe del pueblo de Dios.
Religión,5°,II,El testimonio de Jesús y sus seguidores como invitación a la conversión.
Religión,5°,III,El testimonio de la Iglesia confirma la fe del cristiano.
Religión,6°,I,La persona humana y sus derechos. (ECEC)
Religión,6°,II,"El hombre y la mujer, imagen y semejanza de Dios."
Religión,6°,III,"En Jesucristo, Dios dignifica al ser humano. 
La Iglesia al servicio del desarrollo personal y social."
Religión,7°,I,"La familia , célula primordial de la sociedad
La Sagrada Familia de Nazaret como modelo de vida familiar."
Religión,7°,II,La familia imagen de Dios que es amor y vida
Religión,7°,III,"El Evangelio sobre el matrimonio y la familia.
La misión de la familia cristiana en el mundo de hoy.
La familia como primera comunidad educadora en la fe."
Religión,8°,I,DIMENSIÓN COMUNITARIA DEL SER HUMANO
Religión,8°,II,"LA COMUNIDAD COMO DISTINTIVO DEL PUEBLO DE DIOS
Jesús y la construcción de la nueva comunidad."
Religión,8°,III,"LA COMUNIDAD DE LA QUE JESÚS FORMÓ PARTE
LA COMUNIDAD ECLESIAL SERVIDORA
La Iglesia como Nuevo Pueblo de Dios.
La comunidad eclesial servidora y misionera."
Religión,9°,I,DIMENSIÓN ÉTICA Y RELIGIOSA DE LA PERSONA.
Religión,9°,II,RAÍCES DE LA MORAL CRISTIANA EN EL ANTIGUO TESTAMENTO.
Religión,9°,III,"JESÚS, FUNDAMENTO DE LA MORAL CRISTIANA
EL COMPROMISO MORAL DEL CRISTIANO"
Religión,10°,I,EL VALOR Y EL SENTIDO DE LA VIDA EN LA EXPERIENCIA HUMANA
Religión,10°,II,EL PROYECTO DE DIOS PARA EL PUEBLO ELEGIDO
Religión,10°,III,EL PROYECTO DE VIDA DE JESÚS Y EL COMPROMISO DEL CRISTIANO
Religión,11°,I,EL HOMBRE COMO SER SOCIAL AL SERVICIO DE LA CONSTRUCCIÓN DE UNA NUEVA SOCIEDAD
Religión,11°,II,EL PROBLEMA SOCIAL EN EL PUEBLO DE ISRAEL
Religión,11°,III,EL EVANGELIO SOCIAL Y EL APORTE DE LA IGLESIA A LA NUEVA SOCIEDAD
Tecnología e informática,1,I,"Tecnología
Artefactos tecnológicos y su evolución: Identificación de objetos tecnológicos en el entorno y comprensión de su evolución.
Materiales: Exploración de materiales como papel y cartón, su origen, características, propiedades y su impacto ambiental.
Informática
El computador y sus partes: Reconocimiento de las partes del computador, cómo prenderlo y apagarlo, y sus características básicas.
Herramienta de dibujo: Uso de programas de dibujo para crear figuras geométricas básicas, aplicando contorno y relleno."
Tecnología e informática,1,II,"Tecnología
Medios de transporte: Estudio de diferentes medios de transporte y su evolución (avances tecnológicos).
Señales de tránsito: Identificación y comprensión de las señales de tránsito y su importancia en la seguridad vial.
 Informática
El escritorio de Windows: Familiarización con el entorno gráfico de Windows, incluyendo escritorio, barra de tareas, íconos y botón de inicio.
Creación de íconos personalizados y elaboración de señales de tránsito utilizando la herramienta de Paint."
Tecnología e informática,1,III,"Tecnología
Herramientas y máquinas: Identificación y uso de herramientas y máquinas utilizadas en el entorno escolar y doméstico.
Impacto ambiental de las herramientas: Reflexión sobre el uso responsable de herramientas y su efecto en el medio ambiente.
Informática
Procesador de texto (Word): Introducción al entorno de trabajo de un procesador de texto, realizando operaciones básicas como cambiar el color de fuente, tamaño y tipo de letra, inserción de imágenes prediseñadas y descargadas de internet en un documento.
Diseño de página: Configuración de la orientación de la página y otros aspectos básicos del diseño de documentos."
Tecnología e informática,2,I,"Tecnología
La tecnología en el medio (naturaleza, ciudad).
La tecnología más que un artefacto: ideas, procesos, imaginación.
Uso de la tecnología en la casa y en el colegio.
Informática
Normas básicas del aula de informática: uso responsable.
Organizar información en Windows (carpetas, archivos)."
Tecnología e informática,2,II,"Tecnología
Medios de comunicación: teléfono, radio, televisor, computador.
Tecnología que me permite comunicarme.
Informática
Manejo de procesador de texto (Word): escribir, copiar, mover texto.
Insertar imágenes en Word y conocer extensiones de archivo.
Las Tic: ¿qué son? ejemplos en la vida.
Acceso seguro: reglas básicas para protegerse."
Tecnología e informática,2,III,"Tecnología
Instrumentos de escritura: del lápiz al computador.
El papel: historia, elaboración, uso.
Protección del medio ambiente: importancia del papel reciclado y reducir el desperdicio.
Informática
¿Qué es la multimedia? Introducción a PowerPoint (presentaciones con diapositivas).
Herramientas básicas multimedia. Manejo de sonidos: grabar y escuchar audio, uso de video y cámara, micrófono."
Tecnología e informática,3,I,"Tecnología
¿Qué es la tecnología? La evolución de la tecnología en la sociedad.
Diferencia entre procesos naturales y tecnológicos.

Informática
Periféricos de entrada, salida y dispositivos de almacenamiento."
Tecnología e informática,3,II,"Tecnología
Las máquinas: simples y compuestas. 
Distinción entre artefacto, herramienta y objeto.
Artefactos del siglo XXI. 
Informática
Libro de cálculo (Excel): Conocer la interfaz: celdas, rangos, ingresar datos, abrir y guardar archivos."
Tecnología e informática,3,III,"Tecnología
Qué son los artefactos, herramientas y objetos (diferencias)
 Informática
¿Qué es la multimedia? Presentador de multimedia: diapositivas, animaciones y transiciones, insertar imágenes y WordArt.
Programación I (algoritmia): Conocer el entorno de trabajo, instrucciones básicas: mover, pintar, recoger objetos (tipo Scratch/instrucciones secuenciales)."
Tecnología e informática,4,I,"Tecnología (Electrónica I)
Sobre circuitos: ¿qué es? tipos (serie, paralelo). Inventores tecnológicos. 
 Informática
Diferenciar software y hardware.
Unidades de almacenamiento: USB, disco duro, nube.
PowerPoint: crear presentaciones, insertar imágenes."
Tecnología e informática,4,II,"Tecnología (Electrónica I)
Experiencias virtuales con simulador (ej. DCACLab, Tinkercad) para crear y probar circuitos básicos.  Avances tecnológicos del pasado. 
Informática
PowerPoint: insertar multimedia (video/audio), aplicar animación, transición y efectos.
Seguridad digital: conocer virus informáticos y los antivirus más utilizados."
Tecnología e informática,4,III,"Tecnología (Electrónica II)
Laboratorio virtual de electrónica (como DCACLab) para proyectos más complejos (ej. medir voltaje, resistencia) Seguridad en la utilidad de los artefactos. 
Informática
Procesador de texto: ¿Qué es?, partes, configuración de página, tipos de documento.
Libro de cálculo (Excel): Elementos de una hoja (celdas, filas, columnas), operaciones básicas y uso de fórmulas sencillas, relleno de series automáticas, gráficos básicos.
Aplicación práctica: factura de venta y nómina."
Tecnología e informática,5,I,"Informática
Procesador de texto (Word): ¿Qué es? Interfaz: partes de la ventana, abrir/cerrar, crear, guardar/guardar como. Configuración de página.
Introducción a narraciones digitales (Canva, Prezi).
Tecnología (Electrónica I)
Laboratorio virtual con Tinkercad: circuitos básicos, uso de sensores y LEDs. Evolución de los artefactos que permiten comunicar."
Tecnología e informática,5,II,"Informática
Documentos en PDF: Interlineado, columnas, revisión y diseño básico de documentos de presentación.
Tecnología
Operadores mecánicos esenciales: rueda y eje, palanca y polea, correa y cadena, muelle y resortes, manivelas.  Técnicas para la construcción de artefactos. 
Proyecto de robótica artesanal: montar una mano robótica."
Tecnología e informática,5,III,"Tecnología – Electricidad
Conceptos de electricidad y corriente: alterna vs continua.
Elementos: generadores, conductores, conectores y receptores.
Experimentos con Tinkercad o simuladores.
Programación con Scratch
Introducción a Scratch: interfaz y conceptos básicos.
Movimiento de objetos, bucles, animaciones, escenarios y objetos nuevos.
Proyectos: crear una pequeña animación o cuento interactivo."
Tecnología e informática,6,I,"Tecnología (Electrónica):
Componentes de Laboratorio I: 
Práctica TinkerCad: 
LED
Fotorresistencia
Potenciómetro
Interruptor
Pulsador
Zumbador
Circuito físico I.
Normas de seguridad para el uso de algunos artefactos.
Uso de la tecnología en la actualidad. 

Informática (Programación):
Programación en Scratch. 
Juego víbora 
Planos de mi habitación (SketchUp) en el programa Tinkercad. 
Mi habitación.
¿Qué es la IA?

Emprendimiento:
¿Qué es ser emprendedor?"
Tecnología e informática,6,II,"Tecnología:
Inventos trascendentales en la sociedad. 
Transformación y uso de las fuentes de energía. 

Informática:
Sistemas operativos
El internet y sus herramientas, uso responsable. 
Microsoft excel: crear tablas, gráficos, insertar fórmulas."
Tecnología e informática,6,III,"Tecnología (Electrónica):
Componentes de Laboratorio: 
Práctica TinkerCad: 
Circuito Arduino contador
tecnología y sociedad
Inventos.

Informática (Word):
La carta (documento informal)
La hoja de vida con hipervínculo
Narraciones digitales 
(Canva, Prezi, kizoa, Emaze, Powtoon)

Emprendimiento:
¿Qué es una empresa?
Tipos de empresas.
Facturación y nómina."
Tecnología e informática,7,I,"Tecnología (Electrónica):
Componentes de Laboratorio II: 
Practica TinkerCad: 
Transistor NPN y PNP 
Luces de velocidad variable
Motor con puente H sencillo
Motor CI 555
Semáforo peatonal I
Circuito físico I.

Informática (Diseño):
Hoja de cálculo (Excel)
Planos (SketchUp) 
Casa externa.
¿Qué es la IA?

Emprendimiento:
¿Qué es ser emprendedor?
Informática (Diseño y Ofimática)
Introducción a la hoja de cálculo (Excel).
Herramientas básicas para la organización de datos.
Diseño de una casa externa en SketchUp.
Emprendimiento
¿Qué es ser emprendedor?
Características del emprendedor.
La idea de negocio y su organización.
Robótica
Introducción a mBlock 5 y programación por bloques.
Automatización y sistemas automatizados.
Arduino y componentes básicos de robótica (LEDs, resistencias y fotoceldas)."
Tecnología e informática,7,II,"Tecnología (Electrónica):
Componentes de Laboratorio: 
Práctica TinkerCad: 
Sirena Policial (sirena y luces)
Circuito Arduino contador I
Circuito Arduino contador II
Circuito físico II.

Informática:
Bases de datos (Access)
Tablas – Relaciones
Programación en Scratch. 
Atrapar peces"
Tecnología e informática,7,III,"Tecnología (Electrónica):
Componentes de Laboratorio:
Práctica TinkerCad: 
Circuito Arduino contador III
Fuentes de energía.
Inventos.

Herramientas ofimáticas básicas
Tipos de sistemas tecnológicos
Normas de seguridad en el aula de informática
Entrada – Proceso – Salida

Informática:
Arquitectura I (dispositivos)
Partes internas computador
Alice 3D I
Programación en ciclos.

Derechos de autor y uso de la información
Software: tipos y funciones
Dispositivos de entrada, salida y almacenamiento

Emprendimiento:
La tecnología como oportunidad para crear soluciones y pequeños emprendimientos"
Tecnología e informática,8,I,"Tecnología (Electrónica):
Componentes de Laboratorio III: 
Práctica TinkerCad: 
Semáforo vehicular I
Semáforo vehicular II
Mini semáforo Peatonal
detector de oscuridad
Motor Sensor
Circuito físico I.

Informática:
Hoja de cálculo (Excel)
Funciones, tablas y gráficos. 
Programación en Scratch. 
Laberinto
¿Qué es la IA?

Emprendimiento:
¿Qué es ser emprendedor?

Tecnología (Arquitectura de Hardware)
Componentes internos del computador.
Puente norte y puente sur.
Ensamble y cotización de equipos de cómputo.
Informática (Programación)
Algoritmos y resolución de problemas.
Diagramas de flujo.
Programación básica en PSeInt.
Emprendimiento
Idea de negocio.
Costos, ingresos y utilidades.
Planeación de proyectos empresariales con Excel.
Robótica
Introducción a los sistemas automatizados.
Sensores y actuadores.
Aplicaciones de la robótica en la industria y la vida cotidiana."
Tecnología e informática,8,II,"Tecnología (Electrónica):
Componentes de Laboratorio: 
Práctica TinkerCad: 
Contador Binario I
Circuito Arduino contador
Circuito físico II.

Informática:
Hoja de cálculo (Excel)
Funciones, BuscarV, condiciones. 
Arquitectura II, Mantenimiento
Redes sociales."
Tecnología e informática,8,III,"Tecnología (Electrónica):
Componentes de Laboratorio:
Práctica TinkerCad: 
Circuito Arduino contador III
Fuentes de energía alternas.
Inventos.

Impacto de la tecnología en la vida cotidiana
Diseño de soluciones tecnológicas sencillas
La tecnología como solución a necesidades humanas

Informática (Programación):
Planos (SketchUp)
Casa interna. 
Algoritmia I. 
Proyectos 
Diagramas de flujo.
Creación de contenidos digitales (presentaciones, documentos, infografías)
Simuladores y entornos virtuales de aprendizaje
Uso básico e intermedio de plataformas digitales
Trabajo colaborativo apoyado en herramientas digitales


Emprendimiento:
La tecnología como apoyo al emprendimiento"
Tecnología e informática,9,I,"Tecnología (Electrónica): 
Componentes de Laboratorio I:
Práctica TinkerCad: 
Circuito Integrado con Alarma
Contador Binario II
Circuito paralelo
Oscilador 
Motor con Puente H
Circuito físico I.

Informática (Programación):
Programación (Scratch)
Juego tarjetas de memoria. 
Hoja de cálculo III (Excel)
Funciones, BuscarV, condiciones. 
¿Qué es la IA?

Emprendimiento:
¿Qué es ser emprendedor?

Tecnología (Electrónica y Hardware)
Componentes electrónicos básicos.
Arquitectura de hardware del computador.
Ensamble y análisis de sistemas de cómputo.
Informática (Programación)
Variables y constantes.
Ciclos y estructuras de control.
Programación básica en PHP.
Emprendimiento
Emprendimiento e innovación.
Planeación financiera básica.
Toma de decisiones con Excel.
Robótica
Sistemas electrónicos aplicados a la robótica.
Sensores y actuadores.
Automatización y control de procesos.

`~"
Tecnología e informática,9,II,"Tecnología (Electrónica):
Componentes de Laboratorio: 
Práctica TinkerCad: 
Mini piano con melodía
Circuito Arduino contador II
Circuito físico II.

Informática:
Arquitectura III 
Mantenimiento correctivo. 
Limpieza de CPU."
Tecnología e informática,9,III,"Tecnología (Electrónica):
Componentes de Laboratorio:
Práctica TinkerCad: 
Alarma LED
Alarma Sonora 
Inventos.

Estructura de un algoritmo (inicio, proceso, fin)
Diagramas de flujo
Secuencia lógica y toma de decisiones

Informática (Programación):
Planos II (SketchUp)
Barrio. 
Proyecto I.
Normas APA I.
Flujograma

Uso de herramientas digitales para crear contenidos
Herramientas TIC para la organización de información
Navegadores y motores de búsqueda



Emprendimiento:
TIC como apoyo al trabajo y la productividad"
Tecnología e informática,10,I,"Tecnología (Electrónica):
Componentes de Laboratorio I: 
Práctica TinkerCad: 
Niveles
Piano con Arduino
Sirena Luces con Arduino
Sirena policía con Arduino
Circuito físico I.

Informática (Multimedia):
Edición de video. 
Herramientas de edición.
Comercial.
Noticiero.
¿Qué es la IA?

Emprendimiento:
¿Qué es ser emprendedor?

Tecnología (Redes y Electrónica)
Redes computacionales y transmisión de datos.
Cableado estructurado (normas 568A y 568B).
Circuitos electrónicos con temporizador 555.
Informática (Multimedia)
Fundamentos de edición de video.
Herramientas digitales de diseño y edición (Canva y CapCut).
Producción de contenido multimedia.
Emprendimiento
Emprendimiento e innovación.
Planeación de proyectos emprendedores.
Promoción digital de productos y servicios."
Tecnología e informática,10,II,"Tecnología (Electrónica):
Componentes de Laboratorio:
Práctica TinkerCad: 
Oscilador II
Semáforo con programación
Circuito físico II.

Informática (Programación):
Diseño en Wings 3D. (casa)
Extrusión, intrusión.
Modelado 3D.
Planos II (SketchUp)
Mall"
Tecnología e informática,10,III,"Tecnología (Electrónica):
Componentes de Laboratorio: 
Práctica TinkerCad: 
Proyecto temporizador 555 
Circuito físico con Arduino III

Procesadores de texto avanzados (estilos, tablas, referencias)
Presentaciones digitales efectivas
Interpretación de resultados
Presentación de ideas innovadoras

Informática (Programación):
Programación (Scratch)
Calculadora.
Proyecto II.
Hoja de cálculo (Excel II)
BuscarV, Filtros dinámicos.

Documentos colaborativos en línea
Comunicación académica en entornos virtuales
Impacto social de la tecnología
Riesgos digitales

Emprendimiento:
¿Qué es una empresa?
Tipos de empresas.
Facturación y nómina."
Tecnología e Informática,11,I,"Tecnología (Electrónica):
Componentes de Laboratorio VI:
Práctica TinkerCad: 
Contador con Arduino I
Contador con Arduino II
Circuito físico con Arduino
Proyecto III

Informática (Animación):
Animación (Pencil 2D)
Animaciones básicas
Hoja de cálculo (Excel II)
BuscarV, Filtros dinámicos.
¿Qué es la IA?

Emprendimiento:
¿Qué es ser emprendedor?"
Tecnología e Informática,11,II,"Tecnología (Electrónica):
Componentes de Laboratorio:
Práctica TinkerCad: 
Contador con Arduino III
Circuito físico con Arduino



Informática (Programación):
HTML
Planos II (SketchUp)
Aeropuerto – Estadio
Arquitectura SOp
Proyecto III"
Tecnología e Informática,11,III,"Tecnología (Electrónica):
¿Qué es una red informática?
Tipos de redes (LAN, WAN, MAN)
Topologías de red
Direcciones IP (concepto básico)
Qué es un router, switch y módem

Informática (Programación):
Combinación de correspondencia en procesadores de texto
Base de datos en Excel
Cartas personalizadas
Certificados automáticos

Emprendimiento:
¿Qué es una empresa?
Tipos de empresas.
Facturación y nómina."
Ciencias Naturales y Educación Ambiental,1,I,"Cuerpo humano:
Partes del cuerpo.
Cambios físicos durante el crecimiento.
Semejanzas y diferencias entre los cuerpos.
Características heredadas: color de cabello, color de piel, estatura.
Necesidades de cuidado del cuerpo.

Los cinco sentidos:
Órganos de los sentidos (identificación y función).
Uso de los sentidos para caracterizar y clasificar objetos.
Cambios de temperatura.
Tipos de luz (color, intensidad y fuente).
Instrumentos para observación de objetos pequeños."
Ciencias Naturales y Educación Ambiental,1,II,"Los seres vivos y los objetos inertes:
Características básicas de los seres vivos.
Objetos inertes.
Objetos naturales y artificiales: características y diferencias.
Diferencias y semejanzas entre seres vivos y objetos inertes.
Los seres en la naturaleza.

Materiales (clasificación, uso y medición):
Clasificación de los materiales sólidos y líquidos de uso cotidiano a partir de características que percibe con los sentidos.
Usos de los materiales de acuerdo con sus características.
Objetos que emiten luz o sonido.

Las magnitudes y sus medidas.
¿Cómo mido los sólidos y líquidos con mi cuerpo?
Medición de materiales usando instrumentos no convencionales (mi cuerpo, palos, cuerdas, vasos, jarras)."
Ciencias Naturales y Educación Ambiental,5,I,"La célula: Procariotas y eucariotas.
Célula animal y vegetal.
Estructura celular.
Estructura celular de los reinos mónera, protista, hongo, vegetal y animal.
Tejidos animales y vegetales.
Niveles de organización de los seres vivos pluricelulares.
Funciones vitales de los seres vivos.
Cuidando Nuestro Cuerpo: Hábitos Saludables y Prevención de Enfermedades."
Ciencias Naturales y Educación Ambiental,5,II,"Funcionamiento del cuerpo humano:
Sistema nervioso
Sistema digestivo
Proceso digestivo
Características de los órganos del sistema digestivo.
Sistema respiratorio 
Proceso respiratorio y procesos de obtención de energía de las células.
Sistema circulatorio.
Sistema nervioso"
Ciencias Naturales y Educación Ambiental,5,III,"Función de excreción en el ser humano 
Tipos de excreción 
Órganos excretores.

Reproducción en los seres vivos y reproducción humana.

Formas de energía
La energía.
Formas de energía (luminosa, térmica y mecánica).


Circuito eléctrico simple
Fundamento y componentes.
Representación con simbología apropiada.
Efectos observados en los dispositivos de un circuito (luz, calor, movimiento y sonido).
Construcción de circuitos eléctricos simples con pilas.
Materiales conductores y aislantes.
Generación de calor debido al flujo de corriente eléctrica."
Ciencias Naturales y Educación Ambiental,6,I,"Teorías del origen del universo y de la vida.
 El universo.
 El sistema solar.
La exploración del universo: Misiones espaciales, telescopio Hubble y satélite artificial.
 La célula: Clasificación, estructura celular y sus funciones.
Transporte a través de la membrana celular: Ósmosis y difusión.
Respiración celular.
División celular.
Niveles de organización celular."
Ciencias Naturales y Educación Ambiental,6,II,"Taxonomía 
 Categorías  taxonómicas.
 Clasificación en dominios y clasificación en reinos: características generales y características celulares.
Moléculas orgánicas: carbohidratos, lípidos, proteínas y ácidos nucleicos.

Fuerza eléctrica 
Fuerza eléctrica, carga eléctrica y campo eléctrico.
Propiedades de la carga eléctrica.
Fuerzas entre cargas eléctricas: atracción y repulsión.
Materiales conductores, semiconductores y aislantes.
El magnetismo. 
La relación entre la electricidad y el magnetismo."
Ciencias Naturales y Educación Ambiental,6,III,"El átomo.
 Los elementos y los compuestos.
 Estados y cambios de estado de la materia.
Propiedades de la materia: i}Intensivas y extensivas.
Las mezclas: Homogéneas y heterogéneas.

Métodos de separación de mezclas:
 Destilación.
 Evaporación.
 Tamización.
 Filtración.
Imantación.
Decantación."
Ciencias Naturales y Educación Ambiental,7,I,"Componentes de los ecosistemas: Factores bióticos y abióticos.
- Tipos de ecosistemas: Terrestre, acuático y mixto.
- Ecosistemas colombianos.
      
 Relaciones interespecíficas e intraespecíficas.
   
Adaptaciones de los seres vivos.· 
Estructura trófica: niveles tróficos y flujo de materia y energía.
     
Mecanismos de obtención de energía: Fotosíntesis, respiración celular y nutrición.
       
Movimiento de placas tectónicas y su relación con la biodiversidad."
Ciencias Naturales y Educación Ambiental,7,II,"Ciclos biogeoquímicos: ciclo del agua, del carbono, del nitrógeno y del azufre.
Recursos naturales: renovables y no renovables.
Energías renovables y no renovables.
Modelos atómicos.
Tabla periódica:
Número atómico, número de masa y propiedades periódicas."
Ciencias Naturales y Educación Ambiental,7,III,"Organización en grupos, periodos y regiones.
La configuración electrónica.
El enlace químico.

Fuerza:
Concepto.
Fuerzas que actúan sobre un cuerpo.
Diagrama de cuerpo libre.
Estado de reposo y movimiento.
Leyes de Newton.

Transformaciones de energía en un sistema mecánico:
Energía cinética.
Energía potencial."
